Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus humivivens	ICTV202010992
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus infecundadaptatum	ICTV202316860
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus limihabitans	ICTV202316861
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus limivicinum	ICTV202316862
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus messivicinum	ICTV202316863
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus montiscola	ICTV202316864
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus montisvivens	ICTV202316865
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus nemorisadaptatum	ICTV202316866
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus nemoriscola	ICTV202316867
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus nemorisvivens	ICTV202316868
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus neofaecadaptatum	ICTV202316869
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus neohumivivens	ICTV202316870
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pedenecus	ICTV202011018
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pedohabitans	ICTV202011019
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pelocola	ICTV202316871
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pelovivens	ICTV202011305
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pratenecus	ICTV202316872
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus prativicinum	ICTV202316873
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudofaecadaptatum	ICTV202316874
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudofaecenecus	ICTV202316875
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudofaecicola	ICTV202316876
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudonemorisadaptatum	ICTV202316877
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudonemoriscola	ICTV202316878
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudonemorisenecus	ICTV202316879
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudonemorisvicinum	ICTV202316880
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus pseudonemorisvivens	ICTV202316881
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus radicivivens	ICTV202316882
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alehxovirus		Alehxovirus solivivens	ICTV202316883
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Aleptorquevirus		Aleptorquevirus culic1	ICTV202009394
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Aleptorquevirus		Aleptorquevirus lepor1	ICTV202009393
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pieniviridae		Alepusivirus		Alepusivirus faecalis	ICTV202522936
Singelaviria		Helvetiavirae	Dividoviricota		Laserviricetes		Ducavirales		Nanicoviridae		Alevirus		Alevirus danakilense	ICTV202522123
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus AD1	ICTV201907921
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM1	ICTV202214464
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM16	ICTV202214457
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM17	ICTV202214465
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM2	ICTV202214459
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM22	ICTV202214456
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM3	ICTV202214461
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM30	ICTV202214462
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM32	ICTV202214460
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM33	ICTV202214463
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus SNUABM35	ICTV202214458
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Alexandravirus		Alexandravirus alexandra	ICTV201907920
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Lispiviridae		Aleyavirus		Aleyavirus fuyangense	ICTV202214194
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Lispiviridae		Aleybvirus		Aleybvirus fuyangense	ICTV202214195
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Bromoviridae		Alfamovirus		Alfamovirus AMV	ICTV19710072
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales			Dunnvirinae	Alfirinvirus		Alfirinvirus alfirin	ICTV202421187
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Algomorvirus		Algomorvirus faecalis	ICTV202522925
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Lilleviridae		Algophervirus		Algophervirus faecalis	ICTV202522920
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Algopmovirus		Algopmovirus faecalis	ICTV202522926
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litilviridae		Alhyhydvirus		Alhyhydvirus faecalis	ICTV202522934
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Alimacvirus		Alimacvirus faecalis	ICTV202522927
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Kyanoviridae		Alisovirus		Alisovirus socal22	ICTV202113997
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus asienecus	ICTV202316037
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus edaphadaptatum	ICTV202316038
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus edaphohabitans	ICTV202316039
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus limicola	ICTV202316040
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus pedocola	ICTV202316041
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus pelenecus	ICTV202010808
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus pelohabitans	ICTV202010812
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus pelovicinum	ICTV202010813
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus tellurivicinum	ICTV202010809
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus tellurivivens	ICTV202010810
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus terradaptatum	ICTV202010814
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alkesdovirus		Alkesdovirus terricola	ICTV202010815
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus alphallii	ICTV19982598
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus betallii	ICTV19982599
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus chiallii	ICTV19982600
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus deltallii	ICTV19982601
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus ecsallii	ICTV19982602
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus ecsascalonicum	ICTV19982603
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus	Acarallexivirus	Allexivirus epsalii	ICTV20073578
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus epsilonrubi	ICTV20125753
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus filumallii	ICTV19991753
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus latensvanillae	ICTV20175633
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus pintoi	ICTV20175632
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus rehmanniae	ICTV202420069
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus sauroandrogyni	ICTV202522113
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus sennae	ICTV202009851
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Allexivirus sigmamedicagonis	ICTV20175631
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Almacaqusvirus		Almacaqusvirus entericus	ICTV202522941
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Almaoniuvirus		Almaoniuvirus tibetanicus	ICTV202522942
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus almendras	ICTV20165128
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus arboretum	ICTV20165125
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus balsa	ICTV20165126
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus chico	ICTV20165129
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus cootbay	ICTV20165127
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus menghai	ICTV201907700
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus shanxi	ICTV202317783
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Almendravirus		Almendravirus xiangshan	ICTV202214154
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Almiluvirus		Almiluvirus faecalis	ICTV202522943
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Almumusvirus		Almumusvirus tissus	ICTV202522928
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pieniviridae		Almusivirus		Almusivirus animavivens	ICTV202522937
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Lilleviridae		Alnafnavirus		Alnafnavirus faecalis	ICTV202522921
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Lilleviridae		Alnifnivirus		Alnifnivirus faecalis	ICTV202522922
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Alnoufnouvirus		Alnoufnouvirus faecalis	ICTV202522929
Floreoviria		Shotokuvirae	Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geplanaviridae		Alohovirus		Alohovirus ailgensis	ICTV202318463
Floreoviria		Shotokuvirae	Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geplanaviridae		Alohovirus		Alohovirus bromhordis	ICTV202318464
Floreoviria		Shotokuvirae	Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geplanaviridae		Alohovirus		Alohovirus bromis	ICTV202318462
Floreoviria		Shotokuvirae	Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geplanaviridae		Alohovirus		Alohovirus trifolis	ICTV202318465
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Alpacinvirus		Alpacinvirus sinensis	ICTV202522944
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litilviridae		Alpaglavirus		Alpaglavirus faecalis	ICTV202522935
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Litenviridae		Alpecorivirus		Alpecorivirus sanguineae	ICTV202522930
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pieniviridae		Alpecusivirus		Alpecusivirus jiangsuense	ICTV202522938
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Abnidovirineae	Abyssoviridae	Tiamatvirinae	Alphaabyssovirus	Aplyccavirus	Alphaabyssovirus aplysiae	ICTV20186200
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Arnidovirineae	Arteriviridae	Equarterivirinae	Alphaarterivirus		Alphaarterivirus equid	ICTV19841172
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus adhonmai	ICTV20073223
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus agipsilonis	ICTV20020603
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus agsegetum	ICTV20125719
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alteragsegetum	ICTV20152003
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterchofumiferanae	ICTV20020608
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterchrincludentis	ICTV202214022
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterhycuneae	ICTV202419951
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus altermyunipunctae	ICTV201908665
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus altersperidaniae	ICTV202113428
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterspexiguae	ICTV202008720
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus angemmatalis	ICTV19950512
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus anpernyi	ICTV20125720
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus ardigrammae	ICTV202113425
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus aucalifornicae	ICTV19990567
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus bomori	ICTV19710138
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus busuppressariae	ICTV20020607
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus calabietis	ICTV202522038
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus capomonae	ICTV20165233
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chofumiferanae	ICTV19910424
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chomurinanae	ICTV20165234
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chorosaceanae	ICTV20020610
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chrincludentis	ICTV20152002
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chrychalcites	ICTV20125721
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus clabilineatae	ICTV20125722
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus covestigialis	ICTV201908661
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus crypeltasticae	ICTV201908662
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus cycundantis	ICTV201908663
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus dijunonis	ICTV202113426
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus ecobliquae	ICTV20073233
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus eppostvittanae	ICTV20020612
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus erankerariae	ICTV202214023
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus eupseudoconspersae	ICTV20125723
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus helarmigerae	ICTV20020613
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus heleucae	ICTV201856526
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus hycuneae	ICTV20125724
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus hytalacae	ICTV201908664
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lafiscellariae	ICTV20165235
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus leseparatae	ICTV20125725
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lonobliquae	ICTV201856527
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lydisparis	ICTV19950518
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lyxylinae	ICTV20165236
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus mabrassicae	ICTV19910425
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus maconfiguratae	ICTV20073239
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus mavitratae	ICTV20125726
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus mysequacis	ICTV202522039
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus myunipunctae	ICTV201856528
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus olmendosae	ICTV202214024
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus opbrumatae	ICTV201856529
					Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus orleucostigmae	ICTV20165237
